Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Abstract,Author Keywords,Correspondence Address,Document Type,Publication Stage,Open Access,Source,EID
"Kalif K.A.B., Azevedo-Ramos C., Moutinho P., Malcher S.A.O.","6506932406;6603104809;6602769405;6507596062;","The effect of logging on the ground-foraging ant community in eastern Amazonia",2001,"Studies on Neotropical Fauna and Environment","36","3",,"215","219",,43,"10.1076/snfe.36.3.215.2119","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0035720103&doi=10.1076%2fsnfe.36.3.215.2119&partnerID=40&md5=ecb4cd358a637c5026082cee28d2d67c","In order to determine the suitability of ants as indicator organisms for habitat disruption in tropical forests, we studied the effects of both high and low impact logging on ant communities in northeastern Para State, in the Brazilian Amazon. We collected ants from logged forests and unlogged forest sites with Winkler bags throughout the 1998 rainy season (January and April) and the following dry season (July and September). Both methods of timber harvesting showed impacts on ant community composition when compared with unlogged forest, although these impacts did not include modifications in total species richness or the relative contribution of each ant subfamily to the total number of species. Instead, logging induced alterations took place at the level of species and genera. A 2-fold reduction in the dominance of ants of the highly diverse genus Pheidole was associated with forest alterations in high-impact logging sites. Thus, logging in Amazonia can be seen to promote species shifts in ant communities, without, however, altering species richness. Ants of the genus Pheidole are potentially useful indicators for forest disturbances resulting from timber extraction.","Amazonia; Ant; Composition; Diversity; Logging; Pheidole","Kalif, K.A.B.; Inst. Pes. Amb. Amaz. Daz. 669-Ctr., 66035-170 Bellém, PA, Brazil; email: kalif@amazon.com.br",Article,"Final","",Scopus,2-s2.0-0035720103
"Turner II B.L, Villar S.C., Foster D., Geoghegan J., Keys E., Klepeis P., Lawrence D., Mendoza P.M., Manson S., Ogneva-Himmelberger Y., Plotkin A.B., Salicrup D.P., Chowdhury R.R., Savitsky B., Schneider L., Schmook B., Vance C.","7401858700;6603403602;7403219324;7004233013;9244336700;7801590852;7402207138;55176918100;9638473600;6505992197;15737615300;15737492300;57223616877;6507877479;7202548390;25634967500;56210480900;","Deforestation in the southern Yucatán peninsular region: An integrative approach",2001,"Forest Ecology and Management","154","3",,"353","370",,176,"10.1016/S0378-1127(01)00508-4","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0035575643&doi=10.1016%2fS0378-1127%2801%2900508-4&partnerID=40&md5=1e27728ebcccbaa1d0ede05b2a11f9ca","The tensions between development and preservation of tropical forests heighten the need for integrated assessments of deforestation processes and for models that address the fine-tuned location of change. As Mexico's last tropical forest frontier, the southern Yucatán peninsular region witnesses these tensions, giving rise to a ""hot spot"" of tropical deforestation. These forests register the imprint of ancient Maya uses and selective logging in the recent past, but significant modern conversion of them for agriculture began in the 1960s. Subsequently, as much as 10% of the region's forests have been disturbed anthropogenically. The precise rates of conversion and length of successional growth in both upland and wetland forests are tied to policy and political economic conditions. Pressures on upland forests are exacerbated by the development of infrastructure for El Mundo Maya, an archaeological and ecological activity predicated on forest maintenance, and by increased subsistence and market cultivation, including lands on the edge of Mexico's largest tropical forest biosphere reserve. In this complex setting, the southern Yucatán peninsular region project seeks to unite research in the ecological, social, and remote sensing sciences to provide a firm understanding of the dynamics of deforestation and to work towards spatially explicit assessments and models that can be used to monitor and project forest change under different assumptions. © 2001 Elsevier Science B.V. All rights reserved.","Land change; Mexico; Modeling; Tropical deforestation; Yucatán","Turner II, B.L.; Graduate School of Geography, , Worcester, MA 01610, United States; email: bturner@clarku.edu",Article,"Final","",Scopus,2-s2.0-0035575643
"Nepstad D., Carvalho G., Barros A.C., Alencar A., Capobianco J.P., Bishop J., Moutinho P., Lefebvre P., Silva Jr. U.L., Prins E.","7004131737;7101668654;7102745523;7005558571;15736954900;55230976300;6602769405;55547117222;15737457800;7003741536;","Road paving, fire regime feedbacks, and the future of Amazon forests",2001,"Forest Ecology and Management","154","3",,"395","407",,413,"10.1016/S0378-1127(01)00511-4","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0035575599&doi=10.1016%2fS0378-1127%2801%2900511-4&partnerID=40&md5=2ef238e715c7beeefc227332790ba810","Fire poses the greatest threat to the forests of Amazônia. The magnitude of this threat is amplified by three positive feedback loops that drive the expansion of forest fire in the region: (1) Fire promotes drought, and therefore more fire, by releasing smoke into the atmosphere, thus reducing rainfall. Fire-assisted conversion of forests to pastures may also promote drought by increasing albedo and decreasing water vapor flux to the atmosphere, further inhibiting rainfall. (2) Fire increases the susceptibility of forests to recurrent burning by killing trees, thereby allowing sunlight to penetrate the forest interior, and increasing the fuel load on the forest floor. (3) Finally, fires also self-perpetuate by burning agricultural and forestry systems, discouraging landholders from making those fire-sensitive investments in their land that would allow them to move beyond their dependence upon fire as a management tool. The long-term reduction of Amazon fire, and its substantial costs to society, is most likely to emerge through investments and policy change that stimulate permanent agricultural and forestry production systems within existing frontiers while slowing the rate of frontier expansion. But the Brazilian government's plan to pave, recuperate or construct 6245 km of roads in the Amazon may have the opposite effect. We present research findings that the government plan would nearly double the area of forestland that is accessible by paved highways, including 192,000 km2 of fire-prone forest. Our analysis finds that these roads will stimulate 120,000-270,000 km2 of additional deforestation, and forest impoverishment through logging and understory fire, if the historical relationship between road paving and forest alteration by humans continues. Infrastructural investments are urgently needed in Amazônia to help integrate isolated urban centers into the market economy, to improve the quality of life for millions of rural Amazonians, and to improve the profitability of agribusiness in Brazil's agricultural belt. But as currently planned, these investments will have the ancillary effects of accelerating deforestation, logging, forest fire, smoke-related illness, and the displacement of small-scale farmers. © 2001 Elsevier Science B.V. All rights reserved.","Amazon; Deforestation; Development policy; Fire; Logging; Positive feedback; Roads; Tropical forest","Nepstad, D.; Woods Hole Research Center, PO Box 296, Woods Hole, MA 02543, United States; email: dnepstad@whrc.org",Article,"Final","",Scopus,2-s2.0-0035575599
"Ashton M.S., Gunatilleke C.V.S., Singhakumara B.M.P., Gunatilleke I.A.U.N.","7103182254;6603444173;6507905253;6602843852;","Restoration pathways for rain forest in southwest Sri Lanka: A review of concepts and models",2001,"Forest Ecology and Management","154","3",,"409","430",,153,"10.1016/S0378-1127(01)00512-6","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0035575449&doi=10.1016%2fS0378-1127%2801%2900512-6&partnerID=40&md5=8b8ad34bef39f270628c45cfac383d48","In the last 10 years the Sri Lankan government has changed its policy regarding its remaining rain forest from one that promoted commercial exploitation to one of conservation. The growing importance of uplands as catchments for water production, biodiversity conservation and other downstream services has been recognized by the Sri Lankan government. It is therefore timely that we review 15 years of research investigating rain forest dynamics of southwest Sri Lanka with the objective of using this knowledge for forest restoration. We provide six common principles for understanding the integrity of rain forest dynamics in southwest Sri Lanka. The principles are: (i) disturbances provide the simultaneous initiation and/or release of a new forest stand; (ii) that disturbances are generally non-lethal to the groundstory vegetation; (iii) disturbances are variable in severity, type and extent across rain forest topography; (iv) guild diversity (habitat diversity) is dependent upon ""advance regeneration""; (v) tree canopy stratification is based on both ""static"" and ""dynamic"" processes; and (vi) canopy dominant late-successional tree species are site specialists restricted to particular topographic positions of the rain forest. These principles are applied to determine effects of two rain forest degradation processes that have been characterized as chronic (continuous detrimental impacts) and acute (one-time detrimental impacts). Restoration pathways are suggested that range from: (i) the simple prevention of disturbance to promote release of rain forest succession; (ii) site-specific enrichment planting protocols for canopy trees; (iii) sequential amelioration of arrested fern and grasslands by use of plantation analogs of old field pine to facilitate secondary succession of rain forest, and plantings of late-seral rain forest tree species; and (iv) establishment and release of successionally compatible mixed-species plantations. We summarize with a synthesis of the restoration techniques proposed for reforestation using native vegetation on cleared conservation areas and parks, and for the stabilization of eroded upland watersheds. We conclude with a comparative analysis with restoration work done in other tropical forest regions. © 2001 Elsevier Science B.V. All rights reserved.","Buried seed; Clidemia hirta; Dicranopteris linearis; Dipterocarps; Disturbance; Plantations; Secondary forest; Selective logging; Shorea spp.; Swidden; Tea cultivation","Ashton, M.S.; Sch. of Forestry and Envtl. Studies, 360 Prospects St., New Haven, CT 06511, United States; email: mark.ashton@yale.edu",Article,"Final","",Scopus,2-s2.0-0035575449
"De Araujo L.S., Dos Santos J.R., Krug T., Shimabukuro Y.E., Pardi Lacruz M.S.","7003493544;7201516753;6701611849;7006392180;6508346581;","Multitemporal TM/Landsat images for monitoring timber exploitation areas in the Brazilian Amazonia",2001,"International Geoscience and Remote Sensing Symposium (IGARSS)","4",,,"1645","1647",,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0035570228&partnerID=40&md5=600057a44e48af0105517f862daa9019","The objective of this paper is to use multitemporal TM/Landsat data sets to identify and estimate the extent of timber exploitation activities in areas of upland tropical rainforest in the Amazon region. The analysis of information from this database (26 images × 11 Years) consisting of polygons mapped annually and properly georeferenced, allows the estimation of the annual rate of selective logging, and also of the conversion of selectively logged areas into clear-cut areas or secondary succession, due to the abandonment of the area. Using linear spectral mixture techniques, an example of the spectral-textural characteristics transformation of the TM images is presented for the test-site Tapajós National Forest, Pará State. In this section of the tropical forests, this practice of timber exploitation has been accomplished with legal support, through a governmental forest management plan. The spatial distribution of areas subject to selective logging provides subsidies to the environmental agencies responsible for the control and enforcement of the policies regarding the forest resources in Brazilian Amazon.",,"De Araujo, L.S.; Inst. Nac. de Pesquisas Espaciais, Av. dos Astronautas 1758, 12227-010 Sao Jose dos Campos- SP, Brazil; email: lucian@ltid.inpe.br",Conference Paper,"Final","",Scopus,2-s2.0-0035570228
"Ghazoul J., McLeish M.","6701446862;7003298271;","Reproductive ecology of tropical forest trees in logged and fragmented habitats in Thailand and Costa Rica",2001,"Plant Ecology","153","1-2",,"335","345",,71,"10.1023/A:1017542124699","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0034813875&doi=10.1023%2fA%3a1017542124699&partnerID=40&md5=61164ed64eab393ac44298cd3e8a3e7e","Invertebrates mediate several important ecological processes, including pollination and seed predation, and events that affect invertebrate diversity or behaviour can potentially disrupt forest regeneration processes. This study investigates the impact of logging in Thailand and forest fragmentation in Costa Rica on the pollination and seed production of two self-incompatible forest trees. Logging in a dry deciduous dipterocarp forest in Thailand resulted in reduced densities of the common dipterocarp tree Shorea siamensis and variably isolated individual trees. The number of flower visits to S. siamensis by pollinating Trigona bees was not affected by logging disturbance. However, pollinators did spend longer periods of time foraging in the canopies of isolated trees which were more prevalent in logged areas where tree density had been reduced. Consequently, at the logged site few cross-pollinations were effected and fruit set of S. siamensis was considerably lower than at nearby unlogged sites where distances between flowering conspecifics were smaller. Reduced fruit set has long-term implications for the recovery of S. siamensis populations in disturbed areas, and local population genetic structure is likely to be affected as reduced outcrossing rates among trees in disturbed regions results in relatively inbred seed. In Costa Rica forest fragmentation has restricted the once widespread tree Anacardium excelsum to forest patches located in an agriculturally-dominated landscape. As with S. siamensis, the abundance of pollinators, also Trigona bees, in the canopies of A. excelsum was largely unaffected by fragment size. Nevertheless, pollination success and seed production was positively correlated with fragment size. We propose that small bees rarely move between forest fragments and gene exchange through pollination occurs predominantly among trees within fragments and, together with likely low genetic variability in small fragments, that this contributes to the observed reduced fertilisation and seed set of A. excelsum. Thus increased tree isolation tree through selective logging or habitat fragmentation by forest clearance can result in reduced seed set due to changes in the foraging patterns of poorly mobile pollinators. Even if population sizes of the pollinators are maintained following environmental perturbation, this study shows that disturbance may disrupt pollination processes through changes in pollinator foraging behaviour. More attention needs to be focussed on changes in the behaviour of species involved in key ecological interactions following disturbance events in tropical forests.","Anacardium excelsum; Canopy biology; Costa Rica; Dipterocarpaceae; Dry deciduous Forest; Forest fragmentation; Functional redundancy; Logging; Pollination; Shorea siamensis; Thailand; Tree regeneration; Trigona","Ghazoul, J.; TH H. Sch. Environ. Earth Sci./Eng., Silwood Park, Ascot, Berks SL5 7PY, United Kingdom; email: j.ghazoul@ic.ac.uk",Conference Paper,"Final","",Scopus,2-s2.0-0034813875
"Chappell N.A., Bidin K., Tych W.","7005709386;6603359719;6603844729;","Modelling rainfall and canopy controls on net-precipitation beneath selectively-logged tropical forest",2001,"Plant Ecology","153","1-2",,"215","229",,68,"10.1023/A:1017532411978","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0034808354&doi=10.1023%2fA%3a1017532411978&partnerID=40&md5=b3cd39e148d3ef46dad965ab215be5c2","Understanding spatio-temporal patterns in rainfall received beneath tropical forest is required for eco- hydrological modelling of soil-water status, river behaviour, soil erosion, nutrient loss and wet-canopy evaporation. As selective-logging of tropical forest leaves a very complex mosaic of canopy types, it is likely to add to the spatio-temporal complexity of this sub-canopy or net precipitation. As a precursor to addressing this problem, the analysis presented here will examine the two dominant biophysical controls on sub-canopy precipitation. These controls are: (a) the spatial and temporal patterns in above-canopy or gross rainfall, and (b) the rate of wet-canopy evaporation associated with each type of canopy structure created by selective-forestry. For this study, over 400 raingauges were installed within a 10 km2 area of lowland dipterocarp forest affected by selective-forestry some 9-years prior to this work. Gauges were located beneath various canopy types and within large openings. The spatial distribution of gross rainfall (monitored within the openings) was modelled using variography, while the effects of different canopy types on sub-canopy preciptation was analysed by comparing 6-month totals. The temporal distribution of gross rainfall over an 11-year record collected at the same site (Danum Valley Field Centre) was modelled with Data-Based-Mechanistic (DBM) approaches. These DBM approaches were also applied to the rainfall time-series of the two adjacent meteorological stations; all three gauges being contained within a 5000 km2 region of Eastern Sabah in Malaysian Borneo. Strong diurnal modulation was apparent within gross rainfall for the inland rainforest site, with a distribution consistent with a dominance of local convective rain cells. A similarly strong cycle coincident with the periodicity of the El Niño-Southern Oscillation (ENSO) was present within all of the region's rainfall records, though marked differences in annual and intra-annual seasonality were apparent. The preliminary variogram modelling indicated that a deterministic drift was present within the local-scale gross rainfall data, probably related to local topographic effects. Notwithstanding the need to remove this drift, the work indicated that spatial models of gross rainfall could be identified and used to interpret similar models of net-precipitation. During the ENSO drought-period monitored, the lowland dipterocarp forest allowed 91% of the gross rainfall to reach the ground as throughfall. These rates were, however, reduced to between 80%-86% beneath representative plots of moderately impacted to creeper-covered, highly damaged patches of forest.","ENSO; Interception loss; Time-series modelling; Variogram; Wet canopy evaporation","Chappell, N.A.; Ctr. Res. on Envtl. Syst./Statistics, , Lancaster LA1 4YQ, United Kingdom",Conference Paper,"Final","",Scopus,2-s2.0-0034808354
"Dennis R., Hoffmann A., Applegate G., Von Gemmingen G., Kartawinata K.","8668745000;7401903097;7003428954;6506646995;6602494792;","Large-scale fire: Creator and destroyer of secondary forests in Western Indonesia",2001,"Journal of Tropical Forest Science","13","4",,"786","799",,12,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-18744385221&partnerID=40&md5=ba1a84c3bd763c54138040d52ae7ef7c","Large-scale, catastrophic fires have become a significant and visible part of the tropical forest landscape in the past two decades with increased commercial exploitation of forests, forest conversion and increased population pressure. Secondary forests are an increasingly prominent feature of tropical landscapes and fires play a significant role in both the creation and destruction of these forests. In the past two decades large-scale forest fires have become more frequent in the moist tropics. In addition to climatic factors, the nature of tropical forests appears to be changing and becoming, as a consequence, more predisposed to burning. Secondary forests arising from intensive logging, in particular those that are in a degraded condition, are particularly vulnerable to repeated burning and further degradation. There has been limited general success in fire prevention and rehabilitation of secondary forests affected by fire. In addition, forest policy is not yet sufficiently attuned to address the management needs of the ever-increasing area of secondary forests affected by or developing following fire. Little is known about the exact extent and economic value or potential of post-fire secondary forests in Asia. It is clear, however, based on the experience of the past two decades, that there has been a significant increase in secondary forest affected by fire, particularly in Indonesia. Rough estimates for Indonesia infer that there could be as many as 5 million ha of post-fire secondary forests following the 1997-98 fires. Based on this knowledge alone, it would seem that post-fire secondary forest is already an important forest type that will provide important goods and services both to the environment, the state and local communities alike, as the area of primary forest diminishes through over-exploitation and conversion.","Fire; Indonesia; Kalimantan; Secondary forests","Dennis, R.; Center for Intl. Forestry Research, P.O. Box 6596, Jakarta 10065, Indonesia",Conference Paper,"Final","",Scopus,2-s2.0-18744385221
"Lasco R.D., Visco R.G., Pulhin J.M.","6602686739;6602610631;16302105000;","Secondary forests in the Philippines: Formation and transformation in the 20th century",2001,"Journal of Tropical Forest Science","13","4",,"652","670",,39,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0035497336&partnerID=40&md5=874e65c36f219318cacdd98368f06e0b","Secondary forests are the largest and most dynamic natural forest ecosystems in the Philippines. This paper examines the characteristics and dynamics of secondary forests in the country. In the last century, the country lost 50% of irs natural tropical forest cover. At present, the major land cover types in terms of areal coverage are upland farms, secondary forests, protected forests, brushlands, grasslands and tree plantations. The two most dominant types of secondary forests are post-extraction secondary forests and swidden fallow secondary forests. The former stems from legal and illegal logging, which are ultimately rooted in corruption, poverty and high population pressure. At present, post-extraction secondary forests are the main source of wood products of the country. Although secondary forests initially increase as a result of heavy commercial logging, they subsequently decrease due to degradation to brushland and conversion to agriculture. Swidden fallow secondary forests are generally associated with indigenous cultural communities who derive many ecological and socio-economic benefits from them. However, there are very limited quantitative data available on these forests, including areal coverage. The paper emphasises the need for research efforts directed at the sustainable use and conservation of secondary forests in the Philippines.","Land use change; Logging; Philippines; Policies; Secondary forests; Swidden agriculture","Lasco, R.D.; Environmental Forestry Programme, , 4031 Laguna, Philippines",Conference Paper,"Final","",Scopus,2-s2.0-0035497336
"Weishampel J.F., Godin J.R., Henebry G.M.","6701468292;7102771880;6603837254;","Pantropical dynamics of 'intact' forest canopy texture",2001,"Global Ecology and Biogeography","10","4",,"389","397",,27,"10.1046/j.1466-822X.2001.00251.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0034951290&doi=10.1046%2fj.1466-822X.2001.00251.x&partnerID=40&md5=1cc3af3d84746081773bf3b9d7e51a45","Aside from deforestation and selective logging, mature tropical rain forests appear to be in a state of near-term flux. At plot scales over a 20-year period, forest inventory data (representing areas < 750 ha) have shown stands to be accumulating above-ground biomass pantropically while displaying signs of increasing turnover. To assess whether or not such disequilibrium is manifest at broader spatial scales (i.e. coarser grain sizes and larger extents), we performed a change detection analysis of landscape texture (i.e. the organization of reflective properties), in satellite images of closed-canopy tropical rain forests considered to be anthropically undisturbed. Here we show that fractal properties of pixel spectral values depicting low and high levels of photosynthetic activity underwent significant shifts from the 1970s to the 1980s. Following expectations for aggrading forests, canopy texture became more random throughout the tropics. Although subject to periodic disturbance events such as natural exogenic perturbations and/or synchronous die-off, which should produce no consistent trend, these forested landscapes across the globe exhibited similar dynamics at fine temporal (decadal) intervals. Such biophysical changes (representing areas > 1000 000 ha) directly affect atmospheric boundary layer conditions and could have implications with respect to biodiversity and carbon cycling in these systems.","Canopy; Fractal; Global change; Lacunarity; Satellite imagery; Spatial pattern; Texture; Tropical rain forest","Weishampel, J.F.; Department of Biology, , Orlando, Florida 32816-2368, United States; email: jweisham@mail.ucf.edu",Article,"Final","",Scopus,2-s2.0-0034951290
"Zimmerman B., Peres C.A., Malcolm J.R., Turner T.","7202624667;7005085103;7004463648;14424608300;","Conservation and development alliances with the Kayapó of south-eastern Amazonia, a tropical forest indigenous people",2001,"Environmental Conservation","28","1",,"10","22",,127,"10.1017/S0376892901000029","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0035002668&doi=10.1017%2fS0376892901000029&partnerID=40&md5=218282825f0ceac5b9d9d6484780e2bd","Legally recognized Indian reserves of Brazilian Amazonia span over 100 million ha of largely intact forest and are potentially valuable for biodiversity conservation. An important example is provided by the Kayapó territories which span more than 13 million ha in Pará and Mato Grosso, Brazil, and protect a unique and vulnerable Amazonian forest type that is poorly represented in existing nature reserves. The Kayapó of southern Pará have stopped invasion of their lands by the most perverse threats to Amazonian forests, but they have become involved extensively in the sale of illegal logging concessions for the high-value timber species mahogany (Swietenia macrophylla). In 1992, the non-governmental organization Conservation International do Brasil (CI-Brasil) began a conservation and development project with the Kayapó community of A'Ukre with the objective of providing economic alternatives to logging and protecting a population of mahogany trees. This paper demonstrates the conservation benefits that can be achieved by supporting sustainable development of indigenous peoples in the Amazon. Specifically, we: (1) evaluate the ecological importance of the Kayapó reserves from a biodiversity conservation viewpoint, (2) evaluate the conservation success of the CI-Brasil project and test whether the implementation of the conservation alliance between A'Ukre and CI-Brasil satisfies common pool resource principles, and (3) propose a model for expanding the small-scale conservation results achieved by the CI-Brasil project to all Kayapó territories. Several mammals (Tayassu pecari, Pteronura brasiliensis, Priodontes maximus, Panthera onca) and at least one bird species (Anodorhynchus hyacinthinus) listed as endangered were regularly encountered within 15 km of A'Ukre. Taxa encountered at relatively high densities in the project area included large cracids, lowland tapir, and white-lipped peccary, indicating an ecosystem that is not severely impacted by hunting. Harvest offtakes of mahogany averaged 0.44 stems ha -1 within groves and 0.13 stems ha -1 at the landscape level. We estimate that 85% of the fruiting population of Swietenia macrophylla has been removed in harvested Kayapó territories in Pará. We found Kayapó social organization in A'Ukre to meet criteria of successful common pool resource institutions. The CI-Brasil project resulted in protection of an intact mahogany population in 8000 ha of forest maintained by the community for ecological research purposes and mahogany preservation. Our analysis attributes the success of the conservation alliance with A'Ukre to: (1) direct benefits accruing to all members of the community, (2) fulfillment of criteria for development of common pool resource institutions, and (3) long-term commitment of an external agency. We propose that by implementing these three elements elsewhere, the modest conservation result achieved at A'Ukre could be expanded to include the entire Kayapó nation and thereby contribute to conservation of more than 13 000 000 ha of forest and cerrado in the south-eastern Amazon.","Amazon forest; Biodiversity conservation; Common pool resource institution; Conservation and development project; Indigenous community; Kayapó Indians; Swietenia macrophylla","Zimmerman, B.; Faculty of Forestry, 33 Willcocks Street, Toronto, Ont. M5S 3B3, Canada; email: b.zimmerman@utoronto.ca",Article,"Final","",Scopus,2-s2.0-0035002668
"Wadsworth F.H","14065535000;","Not just reduced but productive logging impacts",2001,"International Forestry Review","3","1",,"51","53",,5,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0035088928&partnerID=40&md5=548d6e7e4575600d1c7ceeefccdfdfdd","Techniques for reduced impact logging of the forests of tropical America are at hand and under some circumstances may cost no more than conventional logging. Alone, however, they are neither widely practiced in the tropics nor do they assure acceptable future forest productivity. It is post-logging forest increment that does this. Identification of future crop trees before logging, a reduced impact practice, does more than merely make it possible to protect them. It makes possible also the determination of nearby trees that can be expected to inhibit the future growth of the crop trees. To the degree that these potential inhibitors are merchantable their incorporation in the harvest can accomplish at least part of the needed crop tree liberation at little cost or even at an immediate profit. A tested, practical method for identification, before logging, of presumed future crop tree growth inhibitors, using D+d and applied basal area limits, is described.","Logging; Reduced impact Logging; Silviculture; Tropical forestry; Tropical silviculture","Wadsworth, F.H.; Intnl. Inst. of Tropical Forestry, PO Box 25000, Rio Piedras 00928-5000, Puerto Rico",Article,"Final","",Scopus,2-s2.0-0035088928
"Mæstad O.","24577551300;","Timber trade restrictions and tropical deforestation: A forest mining approach",2001,"Resource and Energy Economics","23","2",,"111","132",,9,"10.1016/S0928-7655(00)00039-7","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0035314653&doi=10.1016%2fS0928-7655%2800%2900039-7&partnerID=40&md5=f82033e130f10bb6c5fdf6ff6cc5914f","Timber trade restrictions have been proposed as a means to reducing tropical deforestation. This paper analyses the consequences of such trade interventions, emphasising the effects on logging behaviour and the allocation of land between forestry and alternative activities (e.g. agriculture). Tropical forestry is modelled as the mining of a heterogeneous, non-renewable resource. Two different harvesting procedures - sequential and simultaneous harvest, are examined. The analysis suggests that logging will be reduced if timber trade restrictions reduce the log price equally for all tree qualities. But if the price reduction is non-uniform, logging may increase in some fields. In fact, total logging may increase as well. It is also shown that timber trade restrictions do not necessarily promote the conversion of forestland to alternative uses. © 2001 Elsevier Science B.V. All rights reserved.","Deforestation; Mining; Trade policy; Tropical forest","Mæstad, O.; Ctr. for Intl. Economics/Shipping, Helleveien 30, Bergen N-5045, Norway; email: ottar.maestad@snf.no",Article,"Final","All Open Access, Green",Scopus,2-s2.0-0035314653
"Fredericksen T.S., Mostacedo B., Justiniano J., Ledezma J.","7006338449;6506732736;6508140858;6507095197;","Seed tree retention considerations for uneven-aged management in Bolivian tropical forests",2001,"Journal of Tropical Forest Science","13","2",,"352","363",,9,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0035297959&partnerID=40&md5=998f6de49f2b8919b74e6c0feef901ee","Current best forestry management practices in Bolivia require the retention of seed trees after logging to provide for forest regeneration. However, current seed tree retention guidelines do not consider differences in the relative abundance of tree species, nor species-specific differences in seed production, germination, mode of regeneration, or microsite requirements that will likely affect the amount of successful regeneration produced per seed tree. In this study, we examined the ecological characteristics of timber tree species in a tropical dry forest and a tropical humid forest in Bolivia in order to classify species into groups according to the relative quantity of seed trees to be retained. Seed tree groups ranged from species that regenerate mostly from sprouts and require few (if any) seed trees, to rare tree species that reproduce primarily by seed, but with poor seed production, germination, and seedling survival that will likely require the retention of many seed trees to maintain current densities. Best management practices should consider these species differences when formulating guidelines for seen tree retention.","Bolivia; Forest regeneration; Seed tree; Sustainable logging; Tropical forests","Fredericksen, T.S.; Proyecto BOLFOR, Santa Cruz, Bolivia; email: nelltodd@bibosi.scz.entelnet.bo",Article,"Final","",Scopus,2-s2.0-0035297959
"Howlett B.E., Davidson D.W.","57514999800;7402300227;","Herbivory on planted dipterocarp seedlings in secondary logged forests and primary forests of Sabah, Malaysia",2001,"Journal of Tropical Ecology","17","2",,"285","302",,22,"10.1017/S0266467401001195","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0035104706&doi=10.1017%2fS0266467401001195&partnerID=40&md5=517a61b738bf4c5ad1bdf8152842b7b0","Leaf defences, leaf nutritional quality and leaf expansion rates may vary with resource availabilities to plants. Such variation could affect rates of leaf loss to herbivores, particularly along the steep resource gradients in disturbed forests. Intraspecific and interspecific variation in leaf damage and leaf expansion rates were measured on dipterocarp seedlings planted into secondary forests 1, 5 and 15 y after logging, and in adjacent primary forest of Sabah, Malaysia. Herbivory rates or amounts of leaf damage were compared across habitats and species for expanding, recently expanded, and mature leaves of Shorea leprosula and Dryobalanops lanceolata (Dipterocarpaceae). In all four habitats, leaves of the faster growing S. leprosula sustained higher rates and amounts of leaf-area loss than did the tougher leaves of slower growing D. lanceolata. Expanding leaves accumulated more leaf-area loss per week than did mature leaves. In all habitats and in both species, more than 25% of expanding leaves disappeared entirely. Rates of leaf-area loss per week differed among habitats for expanding leaves but not for mature leaves. In a relatively open, 1-y-old logged forest, faster leaf expansion reduced the time leaves spent in the most vulnerable stage; however, in S. leprosula a greater rate of leaf area loss countered the shorter expansion time. Thus, leaves accumulated similar total damages across habitats, and herbivory did not produce differences among habitats in seedling growth or mortality. High levels of resources may increase both leaf palatability and leaf expansion rates, with counteracting effects on herbivory.","Danum Valley; Dipterocarp; Dryobalanops lanceolata; Herbivory rates; Leaf damage; Leaf expansion rates; Logged tropical forests; Secondary forests; Shorea leprosula","Davidson, D.W.; Department of Biology, 257 South, 1400 East, Salt Lake City, UT 84112-0840, United States; email: avidson@bioscience.utah.edu",Article,"Final","",Scopus,2-s2.0-0035104706
